mem_used;cpu_used;disc_used;date
95;58;41;23/09/2021 13:51
95;57;41;23/09/2021 13:51
95;59;41;23/09/2021 13:51
95;58;41;23/09/2021 13:51
95;56;41;23/09/2021 13:51
95;57;41;23/09/2021 13:51
91;52;41;23/09/2021 13:51
91;52;41;23/09/2021 13:51
91;54;41;23/09/2021 13:51
91;54;41;23/09/2021 13:51
91;45;41;23/09/2021 13:51
91;43;41;23/09/2021 13:51
91;39;41;23/09/2021 13:51
91;42;41;23/09/2021 13:51
92;47;41;23/09/2021 13:51
92;46;41;23/09/2021 13:51
93;64;41;23/09/2021 13:51
93;64;41;23/09/2021 13:51
93;44;41;23/09/2021 13:51
93;43;41;23/09/2021 13:51
93;40;41;23/09/2021 13:51
94;40;41;23/09/2021 13:51
94;47;41;23/09/2021 13:51
93;46;41;23/09/2021 13:51
94;40;41;23/09/2021 13:51
94;39;41;23/09/2021 13:51
94;47;41;23/09/2021 13:51
94;47;41;23/09/2021 13:51
94;53;41;23/09/2021 13:52
94;54;41;23/09/2021 13:52
94;53;41;23/09/2021 13:52
94;52;41;23/09/2021 13:52
94;43;41;23/09/2021 13:52
94;43;41;23/09/2021 13:52
94;47;41;23/09/2021 13:52
94;48;41;23/09/2021 13:52
94;53;41;23/09/2021 13:52
94;52;41;23/09/2021 13:52
94;55;41;23/09/2021 13:52
94;56;41;23/09/2021 13:52
94;65;41;23/09/2021 13:52
94;65;41;23/09/2021 13:52
94;65;41;23/09/2021 13:52
94;64;41;23/09/2021 13:52
95;59;41;23/09/2021 13:52
94;60;41;23/09/2021 13:52
94;57;41;23/09/2021 13:52
94;56;41;23/09/2021 13:52
95;61;41;23/09/2021 13:52
95;61;41;23/09/2021 13:52
94;48;41;23/09/2021 13:52
94;47;41;23/09/2021 13:52
94;42;41;23/09/2021 13:52
94;42;41;23/09/2021 13:52
95;64;41;23/09/2021 13:52
95;64;41;23/09/2021 13:52
95;53;41;23/09/2021 13:52
95;52;41;23/09/2021 13:52
94;45;41;23/09/2021 13:52
94;46;41;23/09/2021 13:52
94;46;41;23/09/2021 13:52
94;47;41;23/09/2021 13:52
94;57;41;23/09/2021 13:52
95;57;41;23/09/2021 13:52
94;55;41;23/09/2021 13:52
94;54;41;23/09/2021 13:52
94;43;41;23/09/2021 13:52
94;44;41;23/09/2021 13:52
94;56;41;23/09/2021 13:52
94;56;41;23/09/2021 13:52
95;52;41;23/09/2021 13:52
95;52;41;23/09/2021 13:52
95;47;41;23/09/2021 13:52
95;47;41;23/09/2021 13:52
95;43;41;23/09/2021 13:52
95;43;41;23/09/2021 13:52
95;51;41;23/09/2021 13:52
95;50;41;23/09/2021 13:52
95;43;41;23/09/2021 13:52
95;42;41;23/09/2021 13:52
95;40;41;23/09/2021 13:52
95;41;41;23/09/2021 13:52
95;46;41;23/09/2021 13:52
95;47;41;23/09/2021 13:52
95;51;41;23/09/2021 13:53
95;50;41;23/09/2021 13:53
95;47;41;23/09/2021 13:53
95;47;41;23/09/2021 13:53
95;44;41;23/09/2021 13:53
95;44;41;23/09/2021 13:53
95;48;41;23/09/2021 13:53
95;47;41;23/09/2021 13:53
95;60;41;23/09/2021 13:53
95;60;41;23/09/2021 13:53
95;43;41;23/09/2021 13:53
95;42;41;23/09/2021 13:53
95;37;41;23/09/2021 13:53
95;37;41;23/09/2021 13:53
95;51;41;23/09/2021 13:53
95;52;41;23/09/2021 13:53
95;45;41;23/09/2021 13:53
95;44;41;23/09/2021 13:53
96;40;41;23/09/2021 13:53
96;41;41;23/09/2021 13:53
95;51;41;23/09/2021 13:53
95;52;41;23/09/2021 13:53
95;56;41;23/09/2021 13:53
95;56;41;23/09/2021 13:53
95;51;41;23/09/2021 13:53
95;52;41;23/09/2021 13:53
95;51;41;23/09/2021 13:53
95;49;41;23/09/2021 13:53
95;44;41;23/09/2021 13:53
95;45;41;23/09/2021 13:53
95;54;41;23/09/2021 13:53
95;55;41;23/09/2021 13:53
95;48;41;23/09/2021 13:53
95;47;41;23/09/2021 13:53
95;43;41;23/09/2021 13:53
95;45;41;23/09/2021 13:53
95;53;41;23/09/2021 13:53
95;52;41;23/09/2021 13:53
96;62;41;23/09/2021 13:53
96;61;41;23/09/2021 13:53
95;46;41;23/09/2021 13:53
95;46;41;23/09/2021 13:53
95;42;41;23/09/2021 13:53
95;44;41;23/09/2021 13:53
95;43;41;23/09/2021 13:53
95;41;41;23/09/2021 13:53
94;62;41;23/09/2021 13:53
94;61;41;23/09/2021 13:53
91;46;41;23/09/2021 13:53
91;46;41;23/09/2021 13:53
87;56;41;23/09/2021 13:53
87;57;41;23/09/2021 13:53
86;60;41;23/09/2021 13:53
86;60;41;23/09/2021 13:53
86;64;41;23/09/2021 13:53
86;65;41;23/09/2021 13:53
86;50;41;23/09/2021 13:54
86;47;41;23/09/2021 13:54
86;40;41;23/09/2021 13:54
86;41;41;23/09/2021 13:54
86;42;41;23/09/2021 13:54
86;45;41;23/09/2021 13:54
86;50;41;23/09/2021 13:54
86;47;41;23/09/2021 13:54
86;50;41;23/09/2021 13:54
86;50;41;23/09/2021 13:54
86;47;41;23/09/2021 13:54
86;48;41;23/09/2021 13:54
86;46;41;23/09/2021 13:54
86;46;41;23/09/2021 13:54
86;53;41;23/09/2021 13:54
86;53;41;23/09/2021 13:54
86;54;41;23/09/2021 13:54
86;54;41;23/09/2021 13:54
86;45;41;23/09/2021 13:54
86;46;41;23/09/2021 13:54
86;40;41;23/09/2021 13:54
86;39;41;23/09/2021 13:54
87;46;41;23/09/2021 13:54
87;49;41;23/09/2021 13:54
85;52;41;23/09/2021 13:54
85;50;41;23/09/2021 13:54
85;46;41;23/09/2021 13:54
85;46;41;23/09/2021 13:54
85;39;41;23/09/2021 13:54
85;37;41;23/09/2021 13:54
85;43;41;23/09/2021 13:54
85;45;41;23/09/2021 13:54
85;54;41;23/09/2021 13:54
85;54;41;23/09/2021 13:54
85;41;41;23/09/2021 13:54
85;39;41;23/09/2021 13:54
85;46;41;23/09/2021 13:54
85;48;41;23/09/2021 13:54
85;44;41;23/09/2021 13:54
85;45;41;23/09/2021 13:54
85;60;41;23/09/2021 13:54
85;63;41;23/09/2021 13:54
85;66;41;23/09/2021 13:54
85;63;41;23/09/2021 13:54
85;38;41;23/09/2021 13:54
85;38;41;23/09/2021 13:54
85;42;41;23/09/2021 13:54
85;41;41;23/09/2021 13:54
86;47;41;23/09/2021 13:54
86;48;41;23/09/2021 13:54
86;53;41;23/09/2021 13:54
86;53;41;23/09/2021 13:54
86;44;41;23/09/2021 13:54
86;43;41;23/09/2021 13:54
86;44;41;23/09/2021 13:54
86;45;41;23/09/2021 13:54
86;49;41;23/09/2021 13:55
86;49;41;23/09/2021 13:55
86;52;41;23/09/2021 13:55
86;52;41;23/09/2021 13:55
86;54;41;23/09/2021 13:55
86;54;41;23/09/2021 13:55
86;44;41;23/09/2021 13:55
86;43;41;23/09/2021 13:55
86;41;41;23/09/2021 13:55
86;41;41;23/09/2021 13:55
87;61;41;23/09/2021 13:55
87;64;41;23/09/2021 13:55
87;79;41;23/09/2021 13:55
87;78;41;23/09/2021 13:55
87;69;41;23/09/2021 13:55
87;68;41;23/09/2021 13:55
87;43;41;23/09/2021 13:55
87;42;41;23/09/2021 13:55
88;43;41;23/09/2021 13:55
87;43;41;23/09/2021 13:55
87;45;41;23/09/2021 13:55
87;46;41;23/09/2021 13:55
87;54;41;23/09/2021 13:55
87;54;41;23/09/2021 13:55
87;46;41;23/09/2021 13:55
87;45;41;23/09/2021 13:55
87;41;41;23/09/2021 13:55
87;43;41;23/09/2021 13:55
87;45;41;23/09/2021 13:55
87;45;41;23/09/2021 13:55
87;60;41;23/09/2021 13:55
87;61;41;23/09/2021 13:55
87;60;41;23/09/2021 13:55
87;60;41;23/09/2021 13:55
87;52;41;23/09/2021 13:55
87;50;41;23/09/2021 13:55
86;50;41;23/09/2021 13:55
86;49;41;23/09/2021 13:55
87;43;41;23/09/2021 13:55
87;44;41;23/09/2021 13:55
87;59;41;23/09/2021 13:55
87;62;41;23/09/2021 13:55
87;64;41;23/09/2021 13:55
87;61;41;23/09/2021 13:55
87;49;41;23/09/2021 13:55
87;49;41;23/09/2021 13:55
87;47;41;23/09/2021 13:55
87;48;41;23/09/2021 13:55
87;50;41;23/09/2021 13:55
87;52;41;23/09/2021 13:55
87;57;41;23/09/2021 13:55
87;56;41;23/09/2021 13:55
87;50;41;23/09/2021 13:55
87;50;41;23/09/2021 13:55
87;43;41;23/09/2021 13:55
87;45;41;23/09/2021 13:55
87;47;41;23/09/2021 13:56
87;44;41;23/09/2021 13:56
87;46;41;23/09/2021 13:56
87;48;41;23/09/2021 13:56
87;53;41;23/09/2021 13:56
87;53;41;23/09/2021 13:56
87;56;41;23/09/2021 13:56
87;55;41;23/09/2021 13:56
87;48;41;23/09/2021 13:56
87;46;41;23/09/2021 13:56
87;44;41;23/09/2021 13:56
87;45;41;23/09/2021 13:56
87;45;41;23/09/2021 13:56
87;46;41;23/09/2021 13:56
87;59;41;23/09/2021 13:56
87;60;41;23/09/2021 13:56
87;56;41;23/09/2021 13:56
87;54;41;23/09/2021 13:56
87;68;41;23/09/2021 13:56
87;67;41;23/09/2021 13:56
87;44;41;23/09/2021 13:56
87;43;41;23/09/2021 13:56
87;39;41;23/09/2021 13:56
87;42;41;23/09/2021 13:56
87;54;41;23/09/2021 13:56
87;54;41;23/09/2021 13:56
87;57;41;23/09/2021 13:56
87;58;41;23/09/2021 13:56
87;58;41;23/09/2021 13:56
87;55;41;23/09/2021 13:56
87;44;41;23/09/2021 13:56
87;45;41;23/09/2021 13:56
87;46;41;23/09/2021 13:56
87;47;41;23/09/2021 13:56
87;53;41;23/09/2021 13:56
87;53;41;23/09/2021 13:56
87;63;41;23/09/2021 13:56
87;64;41;23/09/2021 13:56
87;69;41;23/09/2021 13:56
87;71;41;23/09/2021 13:56
87;77;41;23/09/2021 13:56
87;75;41;23/09/2021 13:56
87;67;41;23/09/2021 13:56
87;67;41;23/09/2021 13:56
87;78;41;23/09/2021 13:56
87;81;41;23/09/2021 13:56
87;88;41;23/09/2021 13:56
87;86;41;23/09/2021 13:56
87;78;41;23/09/2021 13:56
87;80;41;23/09/2021 13:56
88;79;41;23/09/2021 13:56
88;76;41;23/09/2021 13:56
88;63;41;23/09/2021 13:56
88;62;41;23/09/2021 13:56
88;57;41;23/09/2021 13:56
88;58;41;23/09/2021 13:56
88;63;41;23/09/2021 13:57
88;64;41;23/09/2021 13:57
88;68;41;23/09/2021 13:57
88;68;41;23/09/2021 13:57
88;65;41;23/09/2021 13:57
88;66;41;23/09/2021 13:57
88;69;41;23/09/2021 13:57
88;69;41;23/09/2021 13:57
88;51;41;23/09/2021 13:57
88;49;41;23/09/2021 13:57
88;41;41;23/09/2021 13:57
88;41;41;23/09/2021 13:57
88;53;41;23/09/2021 13:57
88;55;41;23/09/2021 13:57
89;68;41;23/09/2021 13:57
89;67;41;23/09/2021 13:57
89;61;41;23/09/2021 13:57
89;64;41;23/09/2021 13:57
89;67;41;23/09/2021 13:57
89;64;41;23/09/2021 13:57
89;46;41;23/09/2021 13:57
89;46;41;23/09/2021 13:57
89;51;41;23/09/2021 13:57
89;50;41;23/09/2021 13:57
89;54;41;23/09/2021 13:57
89;56;41;23/09/2021 13:57
89;56;41;23/09/2021 13:57
89;55;41;23/09/2021 13:57
89;58;41;23/09/2021 13:57
89;58;41;23/09/2021 13:57
89;53;41;23/09/2021 13:57
89;51;41;23/09/2021 13:57
89;36;41;23/09/2021 13:57
89;35;41;23/09/2021 13:57
89;40;41;23/09/2021 13:57
89;42;41;23/09/2021 13:57
89;56;41;23/09/2021 13:57
89;57;41;23/09/2021 13:57
89;58;41;23/09/2021 13:57
89;59;41;23/09/2021 13:57
89;56;41;23/09/2021 13:57
89;57;41;23/09/2021 13:57
89;49;41;23/09/2021 13:57
89;45;41;23/09/2021 13:57
89;39;41;23/09/2021 13:57
89;40;41;23/09/2021 13:57
89;56;41;23/09/2021 13:57
89;58;41;23/09/2021 13:57
89;55;41;23/09/2021 13:57
89;54;41;23/09/2021 13:57
89;57;41;23/09/2021 13:57
89;59;41;23/09/2021 13:57
89;57;41;23/09/2021 13:57
89;57;41;23/09/2021 13:57
89;46;41;23/09/2021 13:57
89;44;41;23/09/2021 13:57
89;51;41;23/09/2021 13:58
89;54;41;23/09/2021 13:58
89;53;41;23/09/2021 13:58
89;54;41;23/09/2021 13:58
89;58;41;23/09/2021 13:58
89;58;41;23/09/2021 13:58
89;55;41;23/09/2021 13:58
89;53;41;23/09/2021 13:58
89;52;41;23/09/2021 13:58
89;54;41;23/09/2021 13:58
89;46;41;23/09/2021 13:58
89;44;41;23/09/2021 13:58
89;44;41;23/09/2021 13:58
89;43;41;23/09/2021 13:58
89;45;41;23/09/2021 13:58
89;48;41;23/09/2021 13:58
90;54;41;23/09/2021 13:58
90;54;41;23/09/2021 13:58
91;75;41;23/09/2021 13:58
91;77;41;23/09/2021 13:58
91;65;41;23/09/2021 13:58
91;65;41;23/09/2021 13:58
91;61;41;23/09/2021 13:58
91;58;41;23/09/2021 13:58
91;47;41;23/09/2021 13:58
91;46;41;23/09/2021 13:58
91;48;41;23/09/2021 13:58
91;49;41;23/09/2021 13:58
91;64;41;23/09/2021 13:58
91;63;41;23/09/2021 13:58
91;61;41;23/09/2021 13:58
91;61;41;23/09/2021 13:58
91;60;41;23/09/2021 13:58
91;58;41;23/09/2021 13:58
91;52;41;23/09/2021 13:58
91;53;41;23/09/2021 13:58
91;55;41;23/09/2021 13:58
91;56;41;23/09/2021 13:58
91;50;41;23/09/2021 13:58
91;50;41;23/09/2021 13:58
92;68;41;23/09/2021 13:58
92;69;41;23/09/2021 13:58
92;61;41;23/09/2021 13:58
92;58;41;23/09/2021 13:58
92;48;41;23/09/2021 13:58
92;49;41;23/09/2021 13:58
92;59;41;23/09/2021 13:58
92;60;41;23/09/2021 13:58
91;58;41;23/09/2021 13:58
91;56;41;23/09/2021 13:58
91;40;41;23/09/2021 13:58
91;41;41;23/09/2021 13:58
87;67;41;23/09/2021 13:58
87;68;41;23/09/2021 13:58
85;61;41;23/09/2021 13:58
85;59;41;23/09/2021 13:58
85;56;41;23/09/2021 13:59
85;57;41;23/09/2021 13:59
86;53;41;23/09/2021 13:59
86;52;41;23/09/2021 13:59
86;50;41;23/09/2021 13:59
86;49;41;23/09/2021 13:59
86;42;41;23/09/2021 13:59
86;43;41;23/09/2021 13:59
86;47;41;23/09/2021 13:59
86;48;41;23/09/2021 13:59
86;57;41;23/09/2021 13:59
86;59;41;23/09/2021 13:59
86;53;41;23/09/2021 13:59
86;50;41;23/09/2021 13:59
86;51;41;23/09/2021 13:59
86;51;41;23/09/2021 13:59
86;50;41;23/09/2021 13:59
86;50;41;23/09/2021 13:59
87;52;41;23/09/2021 13:59
87;52;41;23/09/2021 13:59
86;48;41;23/09/2021 13:59
86;48;41;23/09/2021 13:59
86;42;41;23/09/2021 13:59
86;43;41;23/09/2021 13:59
86;54;41;23/09/2021 13:59
86;54;41;23/09/2021 13:59
86;57;41;23/09/2021 13:59
86;58;41;23/09/2021 13:59
86;64;41;23/09/2021 13:59
86;66;41;23/09/2021 13:59
86;57;41;23/09/2021 13:59
86;55;41;23/09/2021 13:59
86;40;41;23/09/2021 13:59
86;39;41;23/09/2021 13:59
86;42;41;23/09/2021 13:59
86;42;41;23/09/2021 13:59
86;54;41;23/09/2021 13:59
86;55;41;23/09/2021 13:59
86;57;41;23/09/2021 13:59
86;56;41;23/09/2021 13:59
86;51;41;23/09/2021 13:59
86;51;41;23/09/2021 13:59
86;49;41;23/09/2021 13:59
86;50;41;23/09/2021 13:59
86;48;41;23/09/2021 13:59
86;49;41;23/09/2021 13:59
86;44;41;23/09/2021 13:59
86;44;41;23/09/2021 13:59
86;48;41;23/09/2021 13:59
86;48;41;23/09/2021 13:59
86;63;41;23/09/2021 13:59
86;65;41;23/09/2021 13:59
86;55;41;23/09/2021 13:59
86;54;41;23/09/2021 13:59
86;52;41;23/09/2021 13:59
86;51;41;23/09/2021 13:59
86;57;41;23/09/2021 14:00
86;57;41;23/09/2021 14:00
86;45;41;23/09/2021 14:00
86;44;41;23/09/2021 14:00
87;24;41;23/09/2021 14:00
87;23;41;23/09/2021 14:00
82;27;41;23/09/2021 14:00
82;27;41;23/09/2021 14:00
76;40;41;23/09/2021 14:00
75;42;41;23/09/2021 14:00
72;29;41;23/09/2021 14:00
72;28;41;23/09/2021 14:00
47;23;41;23/09/2021 14:00
47;23;41;23/09/2021 14:00
47;12;41;23/09/2021 14:00
47;11;41;23/09/2021 14:00
47;9;41;23/09/2021 14:00
47;9;41;23/09/2021 14:00
47;12;41;23/09/2021 14:00
47;12;41;23/09/2021 14:00
48;9;41;23/09/2021 14:00
48;9;41;23/09/2021 14:00
48;11;41;23/09/2021 14:00
48;12;41;23/09/2021 14:00
48;9;41;23/09/2021 14:00
48;9;41;23/09/2021 14:00
48;7;41;23/09/2021 14:00
48;7;41;23/09/2021 14:00
48;7;41;23/09/2021 14:00
48;7;41;23/09/2021 14:00
49;12;41;23/09/2021 14:00
49;12;41;23/09/2021 14:00
49;12;41;23/09/2021 14:00
49;12;41;23/09/2021 14:00
49;11;41;23/09/2021 14:00
49;11;41;23/09/2021 14:00
49;8;41;23/09/2021 14:00
49;8;41;23/09/2021 14:00
49;12;41;23/09/2021 14:00
49;12;41;23/09/2021 14:00
49;4;41;23/09/2021 14:00
49;4;41;23/09/2021 14:00
49;7;41;23/09/2021 14:00
49;7;41;23/09/2021 14:00
49;9;41;23/09/2021 14:00
49;9;41;23/09/2021 14:00
49;6;41;23/09/2021 14:00
49;6;41;23/09/2021 14:00
49;10;41;23/09/2021 14:00
49;10;41;23/09/2021 14:00
49;14;41;23/09/2021 14:00
49;14;41;23/09/2021 14:00
49;12;41;23/09/2021 14:00
49;12;41;23/09/2021 14:00
50;11;41;23/09/2021 14:00
50;11;41;23/09/2021 14:00
50;11;41;23/09/2021 14:00
50;11;41;23/09/2021 14:00
51;19;41;23/09/2021 14:01
52;14;41;23/09/2021 14:01
51;21;41;23/09/2021 14:01
51;11;41;23/09/2021 14:01
51;8;41;23/09/2021 14:01
51;4;41;23/09/2021 14:01
51;4;41;23/09/2021 14:01
